PERMIS,ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
309,1,M,C,50,2,46,N,50,CAB,J,INJ,ES,180-190,B,0.0,3
79,2,M,A,50,2,24,N,72,CAB,J,INJ,ES,200-220,B,0.0,3
93,1,F,C,50,2,26,N,100,CAB,J,INJ,ES,170-180,A,0.0,3
260,5,F,A,50,3,42,N,50,CAB,K,INJ,ES,180-190,M1,0.0,3
175,10,M,A,50,3,33,N,68,CAB,K,INJ,ES,180-190,B,0.0,3
288,10,M,A,60,1,76,N,68,CAB,K,INJ,ES,180-190,B,0.0,2
400,2,F,A,37,1,52,O,64,CAB,K,INJ,ES,190-200,M1,0.0,3
280,7,F,C,42,1,44,N,50,CAB,K,INJ,ES,190-200,M1,0.0,2
252,10,F,C,50,1,40,N,50,CAB,K,INJ,ES,170-180,M1,0.0,3
228,10,F,C,50,2,37,O,53,CAB,K,INJ,ES,170-180,M1,0.0,3
476,7,F,A,50,2,59,N,50,CAB,K,INJ,ES,170-180,M1,0.0,1
80,4,F,C,50,1,35,O,80,CAB,K,INJ,ES,180-190,M1,2026.597885,2
121,4,F,C,50,2,30,N,100,CAB,K,INJ,ES,180-190,M1,0.0,1
171,5,F,C,48,3,32,N,85,CAB,K,INJ,ES,180-190,M1,0.0,3
551,2,F,C,60,1,68,N,95,CAB,K,INJ,ES,180-190,M1,0.0,3
153,9,F,A,50,1,31,O,51,CAB,K,INJ,ES,190-200,M1,82.53625378,3
118,9,F,A,50,1,31,O,85,CAB,K,INJ,ES,190-200,M1,0.0,2
179,7,F,C,42,1,34,N,68,CAB,K,INJ,ES,190-200,M1,546.1767372,2
194,1,M,C,42,2,38,N,85,CAB,K,INJ,ES,190-200,B,0.0,3
103,9,M,A,55,2,27,N,76,CAB,K,INJ,ES,170-180,M1,7.964954683,3
151,3,M,C,50,2,31,N,85,CAB,K,INJ,ES,170-180,M1,0.0,2
126,4,M,A,50,1,29,N,57,CAB,K,INJ,ES,190-200,M1,0.0,3
269,1,M,C,1,3,45,N,50,CAB,K,INJ,ES,190-200,M1,0.0,2
129,1,M,C,50,2,29,N,57,CAB,K,INJ,ES,190-200,B,0.0,1
472,1,M,A,50,3,58,N,50,CAB,K,INJ,ES,190-200,B,0.0,3
124,3,M,C,50,1,29,N,64,CAB,K,INJ,ES,190-200,B,1095.593656,3
178,2,M,C,55,2,33,N,57,CAB,K,INJ,ES,200-220,B,0.0,1
89,7,M,A,50,2,27,N,106,CAB,K,INJ,ES,180-190,M1,0.0,3
113,9,M,C,50,2,27,N,95,CAB,K,INJ,ES,170-180,M1,0.0,3
288,7,M,C,50,2,43,N,50,CAB,K,INJ,ES,190-200,M1,0.0,3
112,2,M,C,50,1,30,N,80,CAB,K,INJ,ES,200-220,B,0.0,3
383,7,M,A,55,2,50,N,50,CAB,K,INJ,ES,170-180,M1,901.3006042,3
188,10,M,C,50,2,33,N,52,CAB,K,INJ,ES,190-200,M1,0.0,3
330,1,M,C,50,1,46,N,95,CAB,K,INJ,ES,190-200,M1,0.0,2
130,7,M,C,50,2,29,N,60,CAB,K,INJ,ES,170-180,M1,0.0,3
148,10,M,C,50,1,30,N,80,CAB,K,INJ,ES,190-200,M1,0.0,3
112,1,M,C,50,2,41,N,68,CAB,K,INJ,ES,190-200,B,0.0,2
196,10,F,A,50,1,49,N,95,CAB,K,INJ,ES,160-170,M1,0.0,1
193,5,M,A,50,1,36,N,76,CAB,K,INJ,ES,200-220,M1,0.0,1
365,5,M,A,50,3,51,N,60,CAB,K,INJ,ES,170-180,M1,0.0,3
189,5,M,A,50,1,35,N,76,CAB,K,INJ,ES,200-220,M1,0.0,1
167,2,F,C,50,2,32,N,63,CAB,K,CAR,ES,150-160,M1,1332.232931,3
329,2,M,A,50,2,45,N,50,CAB,K,INJ,ES,200-220,B,0.0,3
404,4,M,C,55,2,52,N,50,CAB,L,INJ,ES,180-190,M1,0.0,3
172,4,F,A,50,2,32,N,76,CAB,L,INJ,ES,190-200,M1,0.0,3
418,3,F,A,37,1,53,N,50,CAB,L,INJ,ES,190-200,M1,0.0,3
403,3,F,A,50,2,52,O,50,CAB,L,INJ,ES,180-190,M1,0.0,2
540,9,F,A,37,1,64,N,50,CAB,L,INJ,ES,170-180,M1,0.0,1
459,9,F,A,1,1,56,O,50,CAB,L,INJ,ES,170-180,M1,0.0,3
332,4,F,C,50,1,49,N,80,CAB,L,INJ,ES,180-190,M1,0.0,1
91,4,F,A,50,2,29,N,100,CAB,L,INJ,ES,180-190,M1,0.0,3
179,10,F,A,50,2,53,N,100,CAB,L,INJ,ES,160-170,M1,0.0,2
420,5,F,A,50,3,54,N,50,CAB,L,INJ,ES,170-180,M1,0.0,3
625,10,F,A,60,1,79,O,50,CAB,L,INJ,ES,180-190,M1,0.0,1
321,4,F,A,1,1,47,N,90,CAB,L,INJ,ES,180-190,M1,0.0,1
228,7,F,C,50,2,41,N,50,CAB,L,INJ,ES,190-200,M1,0.0,2
355,5,F,A,50,2,49,N,100,CAB,L,INJ,ES,190-200,M1,0.0,3
156,7,M,C,50,2,31,O,50,CAB,L,INJ,ES,170-180,M1,0.0,2
311,4,M,C,50,2,49,O,50,CAB,L,INJ,ES,180-190,M1,0.0,3
357,10,M,C,50,3,49,N,50,CAB,L,INJ,ES,180-190,M1,0.0,1
346,4,M,A,50,2,47,N,51,CAB,L,INJ,ES,190-200,M1,6014.330211,2
280,2,M,A,50,1,41,N,64,CAB,L,INJ,ES,190-200,M1,0.0,2
489,7,M,A,55,1,59,N,50,CAB,L,CAR,ES,150-160,M1,0.0,1
214,3,M,C,50,1,36,N,54,CAB,L,INJ,ES,190-200,M1,0.0,3
152,4,M,C,50,3,31,N,95,CAB,L,INJ,ES,190-200,M1,0.0,3
135,1,M,A,66,3,29,N,76,CAB,L,INJ,ES,200-220,M1,412.7755287,1
137,10,M,A,50,1,29,O,68,CAB,L,INJ,ES,190-200,H,0.0,3
597,1,M,A,60,1,70,N,50,CAB,L,INJ,ES,190-200,M1,97.32326284,3
603,2,M,A,60,1,75,O,64,CAB,L,INJ,ES,190-200,M1,0.0,2
382,5,M,A,50,2,50,N,60,CAB,L,INJ,ES,170-180,M1,0.0,3
502,10,M,A,50,1,60,O,50,CAB,L,INJ,ES,170-180,M1,0.0,2
120,1,M,A,50,2,28,N,57,CAB,L,INJ,ES,200-220,M1,0.0,3
525,2,M,A,60,1,61,N,50,CAB,L,INJ,ES,190-200,M1,0.0,1
53,2,M,C,50,2,23,N,80,CAB,L,INJ,ES,180-190,M1,0.0,3
412,4,M,A,50,1,56,N,50,CAB,L,INJ,ES,190-200,M1,0.0,3
96,0,M,A,50,2,29,N,80,CAB,L,INJ,ES,190-200,M1,0.0,3
111,9,F,A,50,4,40,N,102,CAB,M,INJ,ES,190-200,M1,2120.845921,3
305,9,F,C,50,2,48,O,50,CAB,M,INJ,ES,190-200,M1,1332.020846,3
231,1,F,C,50,3,37,N,68,CAB,M,IDS,GO,190-200,M1,0.0,2
582,10,F,A,60,1,67,N,50,CAB,M,INJ,ES,180-190,M1,0.0,3
160,9,M,C,50,1,31,N,72,CAB,M,INJ,ES,190-200,M1,0.0,2
113,4,M,C,50,1,27,N,95,CAB,M,INJ,ES,190-200,M2,0.0,3
250,7,M,C,42,1,59,N,50,CAB,M,CAR,ES,200-220,H,0.0,1
240,10,M,A,50,2,38,O,50,CAB,M,INJ,ES,190-200,M1,0.0,3
470,1,M,A,50,3,60,N,50,CAB,M,INJ,ES,200-220,M1,0.0,3
305,2,M,A,50,2,45,N,57,CAB,M,INJ,ES,200-220,M1,0.0,3
379,10,M,A,55,1,52,O,50,CAB,M,INJ,ES,180-190,M2,0.0,3
155,10,M,A,50,2,33,N,60,CAB,M,INJ,ES,190-200,M1,0.0,1
63,10,M,C,26,2,28,N,100,CAB,M,INJ,ES,180-190,M2,0.0,3
62,1,M,A,50,1,31,N,85,CAB,M,INJ,ES,200-220,M1,385.6993958,1
329,9,M,C,50,2,47,O,76,CAB,M,INJ,ES,180-190,M1,0.0,3
366,9,M,A,50,3,55,N,50,CAB,M,INJ,ES,190-200,M1,0.0,2
492,10,M,A,50,1,59,O,50,CAB,M,INJ,ES,200-220,M1,0.0,3
347,10,M,A,50,1,49,O,63,CAB,M,INJ,ES,190-200,M1,0.0,1
154,7,M,C,50,2,30,N,51,CAB,M,INJ,ES,190-200,M2,0.0,2
348,1,M,A,42,2,53,N,54,CAB,M,INJ,ES,200-220,M1,0.0,2
111,10,M,A,50,2,27,N,60,CAB,M,INJ,ES,170-180,M1,0.0,3
329,4,F,A,50,1,56,O,50,CAB,N,INJ,ES,200-220,H,0.0,3
286,9,F,A,66,1,43,N,50,CAB,N,INJ,ES,200-220,M2,0.0,3
164,0,M,A,50,2,32,N,50,CAB,N,INJ,ES,S220,M1,0.0,1
164,7,M,A,50,2,35,N,112,CAB,N,INJ,ES,200-220,M2,0.0,1
212,7,M,A,50,2,35,N,51,CAB,N,INJ,ES,200-220,M2,0.0,3
195,7,M,C,50,2,36,N,85,CAB,N,INJ,ES,200-220,M2,0.0,3
226,0,M,C,50,2,37,N,50,CAB,N,INJ,ES,S220,M1,3180.208459,3
467,1,M,A,1,3,57,N,50,CAB,N,INJ,ES,180-190,M1,0.0,3
472,10,M,A,60,1,57,O,50,CAB,N,INJ,ES,190-200,M2,0.0,1
484,4,M,C,37,1,58,N,95,CAB,N,INJ,ES,200-220,M2,0.0,2
350,1,M,A,1,3,47,N,50,CAB,O,INS,ES,S220,H,0.0,2
381,7,F,A,1,2,50,N,50,CAB,O,INJ,ES,200-220,H,0.0,2
332,7,M,A,42,2,46,N,76,CAB,O,INJ,ES,190-200,H,816.1957704,1
522,10,M,A,60,1,65,N,50,CAB,O,INS,ES,200-220,H,0.0,2
363,7,M,A,50,2,49,N,50,CAB,O,INJ,ES,200-220,M2,0.0,3
43,2,M,C,50,2,41,O,90,CAB,O,INS,ES,S220,M1,0.0,2
311,2,M,C,50,2,44,N,50,CAB,O,INS,ES,S220,H,0.0,2
155,7,M,C,50,1,37,N,68,CAB,O,INJ,ES,200-220,H,0.0,2
159,5,M,C,50,3,31,N,53,CAB,O,INJ,ES,200-220,H,0.0,1
150,1,M,C,50,2,38,N,76,CAB,O,INJ,ES,200-220,M2,311.3519637,2
162,3,M,C,50,2,32,N,80,CAB,O,INS,ES,S220,H,622.963142,1
445,7,M,A,50,2,56,N,90,CAB,O,INJ,ES,200-220,H,4326.52568,1
648,7,M,A,60,1,76,O,85,CAB,O,INJ,ES,200-220,H,0.0,2
198,7,M,A,50,1,38,N,54,CAB,O,INJ,ES,190-200,M2,136.7945619,1
35,9,M,C,50,1,21,N,95,CAB,O,INJ,ES,190-200,M2,0.0,1
148,2,M,C,50,1,30,N,56,CAB,O,INS,ES,S220,M1,380.7154079,2
298,9,M,A,50,3,44,N,53,CAB,P,INJ,ES,200-220,M2,0.0,3
541,10,F,A,37,1,63,N,50,CAB,P,INJ,ES,200-220,M2,0.0,3
519,1,M,C,50,2,70,N,50,CAB,P,INJ,ES,S220,M2,0.0,2
197,2,M,A,50,1,35,N,66,CAB,P,INS,ES,200-220,H,0.0,2
335,5,M,A,66,3,46,N,50,CAB,P,INJ,ES,S220,H,0.0,2
255,1,M,A,50,2,39,N,54,CAB,P,INJ,ES,S220,M2,2185.614199,2
460,7,M,A,50,1,57,N,50,CAB,P,INJ,ES,180-190,H,0.0,1
241,10,M,A,50,1,38,N,50,CAB,P,INJ,ES,200-220,M2,0.0,3
415,1,M,A,60,1,69,O,55,CAB,P,INS,ES,200-220,H,0.0,2
385,10,M,A,42,1,50,N,50,CAB,P,INJ,ES,200-220,M2,0.0,2
131,5,M,A,50,2,34,N,80,CAB,P,INJ,ES,S220,H,0.0,2
337,1,M,A,50,1,46,N,85,CAB,P,INJ,ES,S220,M2,0.0,1
317,10,M,A,50,1,45,O,50,CAB,P,INJ,ES,170-180,H,0.0,1
204,10,M,A,50,2,39,N,57,CAB,P,INJ,ES,200-220,M2,0.0,3
364,4,M,A,50,1,51,O,50,CAB,P,INS,ES,200-220,H,0.0,2
439,9,F,A,1,3,55,N,50,CAB,Q,INS,ES,S220,H,0.0,1
283,4,M,A,50,2,51,N,50,CAB,Q,INJ,ES,S220,H,0.0,2
178,9,M,C,50,3,34,N,65,CAB,Q,INJ,ES,S220,H,0.0,2
67,5,M,C,26,2,24,N,106,CAB,Q,INJ,ES,S220,H,108.0217523,2
457,3,F,C,50,1,56,N,50,CAB,Q,INS,ES,S220,H,0.0,2
477,5,M,A,50,1,60,N,50,CAB,Q,INS,ES,S220,H,0.0,2
439,1,M,A,1,2,55,N,50,CAB,Q,IDS,GO,200-220,M2,0.0,1
229,10,M,C,50,1,38,N,60,CAB,Q,INS,ES,200-220,H,0.0,3
486,10,M,A,1,1,58,O,50,CAB,Q,INJ,ES,200-220,M2,0.0,3
195,9,M,C,50,1,35,N,72,CAB,Q,INS,ES,S220,H,0.0,2
633,7,F,A,60,1,83,N,50,CAB,R,INJ,ES,S220,H,0.0,2
341,10,F,A,50,3,47,N,50,CAB,R,INS,ES,190-200,H,0.0,1
330,10,F,A,50,1,48,N,50,CAB,R,INJ,ES,S220,M2,0.0,2
398,7,M,A,46,3,52,N,50,CAB,R,INJ,ES,S220,M2,0.0,2
381,1,M,A,42,2,51,N,61,CAB,R,INJ,ES,S220,H,0.0,1
393,1,M,A,91,2,50,N,50,CAB,R,INJ,ES,S220,M2,0.0,2
432,5,M,A,66,3,60,N,79,CAB,R,INJ,ES,S220,M2,0.0,2
339,2,M,A,50,2,49,N,66,CAB,R,INJ,ES,S220,M2,0.0,2
113,1,M,C,50,1,28,N,80,CAB,R,INJ,ES,S220,M2,0.0,2
369,10,M,A,1,1,51,O,50,CAB,R,INS,ES,S220,H,0.0,1
454,4,M,A,60,1,81,N,50,CAB,R,INJ,ES,S220,H,0.0,2
277,10,M,A,50,1,42,O,100,CAB,R,INJ,ES,S220,M2,0.0,2
153,0,M,C,55,2,35,N,80,CAB,R,INJ,ES,S220,H,0.0,1
561,2,M,A,60,1,66,N,50,CAB,S,INS,ES,S220,H,1418.610272,2
480,7,M,A,50,2,58,N,50,CAB,S,INJ,ES,200-220,H,0.0,2
471,10,M,A,42,3,57,N,50,CAB,S,INS,ES,200-220,H,0.0,2
157,10,M,A,50,1,31,N,71,CAB,S,INS,ES,200-220,H,0.0,1
249,10,F,A,50,1,54,O,50,CAB,S,CAR,ES,190-200,H,0.0,3
182,10,F,A,50,1,34,N,60,CAB,S,INS,ES,200-220,H,0.0,3
155,0,F,A,50,2,42,N,87,CAB,T,INJ,ES,S220,H,0.0,2
392,10,M,A,66,1,50,O,50,CAB,T,INJ,ES,190-200,H,0.0,2
352,10,M,A,49,1,47,O,50,CAB,T,INJ,ES,200-220,H,0.0,3
214,7,M,A,50,2,36,N,50,CAB,T,INJ,ES,S220,H,0.0,2
376,9,F,A,50,2,55,O,51,CAB,U,INJ,ES,S220,H,0.0,1
228,10,M,C,50,2,37,O,52,CAB,U,INJ,ES,S220,H,0.0,1
311,10,M,A,50,1,44,N,50,CAB,U,INJ,ES,200-220,H,0.0,1
563,10,M,A,42,2,65,O,50,CAB,U,INJ,ES,S220,H,0.0,2
620,5,M,A,60,1,78,N,50,CAB,V,INJ,ES,S220,H,0.0,2
534,7,M,A,60,1,63,N,50,CAB,V,INJ,ES,S220,H,0.0,2
687,10,M,A,66,1,80,O,50,CAB,V,INJ,ES,S220,H,0.0,2
320,10,M,A,50,2,46,O,50,CAB,W,INJ,ES,S220,H,0.0,2
157,10,F,A,48,3,57,N,85,CAB,W,INJ,ES,S220,H,0.0,1
359,2,M,C,50,3,50,N,50,CAB,X,INJ,ES,S220,H,3212.751662,2
402,2,M,A,66,3,51,N,50,CAB,X,INJ,ES,S220,H,0.0,1
193,1,M,A,66,3,36,N,60,CAB,X,INJ,ES,S220,H,0.0,1
403,2,M,A,50,2,51,N,76,CAB,X,INJ,ES,S220,H,0.0,1
494,2,M,A,50,2,60,N,50,CAB,X,INJ,ES,S220,H,0.0,2
557,2,M,A,50,2,67,N,50,CAB,Y,INJ,ES,S220,H,2764.169184,2
139,2,M,C,66,2,37,N,85,CAB,Y,INJ,ES,S220,H,52.7265861,2
298,9,M,A,66,3,44,N,50,CAB,Y,INJ,ES,S220,H,0.0,1
439,2,M,A,50,3,56,N,57,CAB,Y,INJ,ES,S220,H,0.0,1
103,10,M,C,50,2,26,N,64,CAB,Z,INJ,ES,S220,H,0.0,1
286,1,M,A,50,3,49,N,50,CAB,Z,INJ,ES,S220,H,0.0,1
633,10,M,A,60,1,82,N,50,CPE,A,CAR,ES,150-160,0,0.0,2
488,3,F,A,50,1,59,O,97,CPE,B,INS,ES,130-140,A,3317.285801,2
219,10,F,C,50,2,38,N,90,CPE,B,CAR,ES,140-150,B,0.0,3
463,4,F,A,50,1,63,O,50,CPE,B,INS,ES,130-140,A,0.0,1
239,10,F,A,50,2,40,N,64,CPE,B,CAR,ES,130-140,B,0.0,3
431,10,M,A,50,2,61,N,95,CPE,B,CAR,ES,130-140,B,0.0,3
343,2,F,A,50,2,50,N,50,CPE,C,INS,ES,130-140,A,0.0,3
14,1,F,C,26,2,20,N,95,CPE,C,INS,ES,130-140,A,0.0,1
425,1,F,A,50,3,58,N,50,CPE,C,INS,ES,130-140,A,0.0,2
235,10,F,A,50,2,50,N,50,CPE,C,CAR,ES,130-140,B,0.0,1
115,10,F,C,50,2,29,N,90,CPE,C,CAR,ES,140-150,B,0.0,3
285,10,F,C,50,2,42,N,50,CPE,C,INJ,ES,140-150,B,0.0,3
397,10,F,A,60,1,76,N,50,CPE,C,INJ,ES,140-150,B,612.029003,3
51,10,F,C,26,2,26,O,100,CPE,C,CAR,ES,140-150,B,0.0,3
126,0,F,C,50,2,29,N,95,CPE,C,INS,ES,130-140,A,0.0,3
467,0,F,C,50,2,57,N,50,CPE,C,INS,ES,130-140,A,0.0,3
107,2,F,C,50,2,30,N,90,CPE,C,INS,ES,130-140,A,0.0,3
154,2,F,A,42,1,42,N,90,CPE,C,INS,ES,130-140,A,0.0,3
190,10,F,A,50,1,46,O,57,CPE,C,CAR,ES,140-150,B,0.0,3
261,10,F,A,50,2,42,N,57,CPE,C,INJ,ES,140-150,B,0.0,3
237,1,M,A,50,3,38,N,68,CPE,C,INS,ES,130-140,A,0.0,3
330,2,M,A,1,3,47,N,50,CPE,C,INS,ES,130-140,A,0.0,3
435,3,M,A,50,1,78,O,62,CPE,C,INS,ES,130-140,A,4241.691843,3
141,1,M,C,50,2,29,N,112,CPE,C,INS,ES,130-140,A,1227.16858,3
240,4,M,C,50,1,38,N,50,CPE,C,INS,ES,130-140,A,4326.52568,3
109,1,M,C,50,2,28,N,95,CPE,C,INS,ES,130-140,A,0.0,3
360,10,M,A,50,1,56,N,80,CPE,C,CAR,ES,140-150,B,0.0,3
113,10,M,A,50,1,30,N,95,CPE,C,INJ,ES,140-150,B,0.0,3
151,10,M,C,50,2,31,N,90,CPE,C,CAR,ES,130-140,B,0.0,3
52,10,M,A,50,2,44,N,85,CPE,C,CAR,ES,130-140,B,0.0,3
223,0,M,A,48,3,36,N,50,CPE,C,INS,ES,130-140,A,0.0,2
323,3,M,A,50,2,45,N,50,CPE,C,INS,ES,130-140,A,136.0404834,2
914,2,M,A,60,1,95,N,118,CPE,C,INS,ES,130-140,A,0.0,3
167,1,M,A,46,3,32,N,63,CPE,C,INS,ES,130-140,A,0.0,3
195,10,M,C,50,2,34,N,62,CPE,C,INJ,ES,140-150,B,0.0,3
182,4,M,A,50,2,33,N,64,CPE,C,INS,ES,130-140,A,0.0,3
220,3,F,C,50,2,36,N,85,CPE,C,INS,ES,130-140,A,0.0,2
182,2,F,C,50,2,33,N,100,CPE,C,INS,ES,130-140,A,0.0,3
207,1,M,A,50,2,38,O,50,CPE,C,INS,ES,130-140,A,0.0,2
280,10,F,C,55,1,43,N,90,CPE,D,CAR,ES,150-160,B,0.0,3
339,3,F,C,50,3,61,N,80,CPE,D,INS,ES,130-140,A,0.0,1
323,3,M,A,50,3,46,N,50,CPE,D,INS,ES,130-140,A,0.0,3
85,2,M,C,26,2,26,N,95,CPE,D,INS,ES,130-140,A,0.0,2
180,1,F,A,50,2,33,N,68,CPE,D,INS,ES,130-140,A,0.0,3
107,1,F,C,50,2,27,N,64,CPE,D,INS,ES,130-140,A,0.0,3
201,3,F,C,50,2,35,O,72,CPE,D,INS,ES,130-140,A,0.0,3
300,4,F,C,48,4,43,N,59,CPE,D,INS,ES,130-140,A,0.0,3
546,7,F,A,1,3,67,N,80,CPE,D,INS,ES,130-140,A,0.0,3
235,10,F,C,50,2,38,N,95,CPE,D,CAR,ES,150-160,B,0.0,3
454,10,F,A,60,1,62,N,50,CPE,D,CAR,ES,140-150,B,0.0,3
115,2,F,C,50,2,28,N,90,CPE,D,IDS,GO,130-140,A,0.0,3
429,3,F,A,1,1,57,N,50,CPE,D,INS,ES,130-140,A,0.0,1
240,10,F,A,50,1,38,N,50,CPE,D,CAR,ES,150-160,B,0.0,1
238,3,F,A,50,2,37,N,51,CPE,D,INS,ES,130-140,A,0.0,2
374,3,F,A,50,2,51,N,57,CPE,D,INS,ES,130-140,A,0.0,3
416,10,F,C,50,1,52,O,50,CPE,D,CAR,ES,150-160,B,0.0,2
539,1,F,A,60,1,66,O,50,CPE,D,INS,ES,130-140,A,0.0,3
408,3,M,A,50,2,52,N,50,CPE,D,INS,ES,130-140,A,0.0,3
93,1,M,C,50,1,26,N,68,CPE,D,INS,ES,130-140,A,0.0,3
472,1,M,A,50,3,57,N,50,CPE,D,INS,ES,130-140,A,0.0,1
163,10,M,A,50,1,31,O,67,CPE,D,CAR,ES,150-160,B,0.0,3
68,1,M,C,50,2,23,N,95,CPE,D,INS,ES,130-140,A,0.0,3
60,1,M,A,50,2,34,N,80,CPE,D,INS,ES,130-140,A,0.0,3
453,4,M,A,50,3,56,N,68,CPE,D,IDS,GO,130-140,A,0.0,3
156,4,M,C,50,2,32,O,50,CPE,D,INS,ES,130-140,A,0.0,2
164,1,M,C,50,1,31,N,95,CPE,D,INS,ES,130-140,A,0.0,3
81,5,F,C,50,2,31,O,100,CPE,D,INS,ES,130-140,A,0.0,3
125,0,M,A,50,3,28,N,76,CPE,D,INS,ES,130-140,A,0.0,2
70,4,F,C,50,2,30,O,106,CPE,D,INS,ES,130-140,A,0.0,3
60,1,F,A,50,2,26,N,85,CPE,D,INS,ES,130-140,A,0.0,3
361,5,M,A,50,2,52,N,76,CPE,D,INS,ES,130-140,A,0.0,3
185,4,F,A,37,1,33,O,50,CPE,E,INS,ES,130-140,A,0.0,3
234,3,M,C,42,1,39,O,50,CPE,E,INS,ES,130-140,A,0.0,3
102,3,M,C,50,2,26,N,64,CPE,E,INS,ES,130-140,A,0.0,3
491,1,M,A,50,2,60,N,95,CPE,E,INS,ES,130-140,A,0.0,3
528,3,M,A,60,1,76,N,76,CPE,E,INS,ES,130-140,A,0.0,3
161,1,M,C,50,2,36,N,95,CPE,E,INS,ES,130-140,A,0.0,3
394,2,M,A,1,1,51,O,50,CPE,E,INS,ES,130-140,A,0.0,3
78,1,F,C,50,2,35,N,76,CPE,E,INS,ES,130-140,A,0.0,3
522,1,F,A,60,1,63,N,50,CPE,E,INS,ES,130-140,A,0.0,3
88,2,F,C,26,2,25,N,68,CPE,E,INS,ES,130-140,A,0.0,3
125,0,F,C,50,2,41,N,76,CPE,E,INS,ES,130-140,A,0.0,3
110,5,F,A,50,2,28,N,85,CPE,E,INS,ES,130-140,A,0.0,1
163,3,F,C,50,1,31,N,85,CPE,E,INS,ES,130-140,A,4094.976435,3
233,5,F,A,50,2,47,N,68,CPE,E,INS,ES,130-140,A,0.0,3
573,10,F,A,50,1,65,N,57,CPE,E,INJ,ES,150-160,B,0.0,3
42,4,F,C,26,2,21,N,85,CPE,E,INS,ES,130-140,A,0.0,3
113,1,F,A,48,2,33,N,90,CPE,E,INS,ES,130-140,A,0.0,2
91,5,F,C,55,2,28,N,95,CPE,E,INS,ES,130-140,A,0.0,3
489,1,F,A,50,1,60,N,76,CPE,E,INS,ES,130-140,A,0.0,2
87,4,F,C,50,2,26,N,118,CPE,E,INS,ES,130-140,A,0.0,3
438,3,M,A,50,2,57,O,50,CPE,E,INS,ES,130-140,A,0.0,1
486,5,M,A,50,2,58,N,50,CPE,E,INS,ES,130-140,A,0.0,3
394,1,M,A,50,2,51,N,50,CPE,E,INS,ES,130-140,A,0.0,2
175,10,M,A,50,3,35,N,57,CPE,E,INJ,GO,130-140,B,0.0,3
633,2,M,A,60,1,81,N,50,CPE,E,INS,ES,130-140,A,0.0,1
320,3,M,A,1,2,56,N,50,CPE,E,INS,ES,130-140,A,0.0,3
484,3,M,A,37,1,58,N,50,CPE,E,INS,ES,130-140,A,0.0,2
237,2,M,A,48,2,37,N,51,CPE,E,INS,ES,130-140,A,334.7990937,3
325,0,M,A,50,2,45,N,50,CPE,E,INS,ES,130-140,A,0.0,2
433,5,M,A,60,1,67,N,112,CPE,E,INS,ES,130-140,A,0.0,3
103,1,M,C,1,2,27,N,95,CPE,E,INS,ES,130-140,A,0.0,3
205,5,M,C,50,2,40,N,58,CPE,E,INS,ES,130-140,A,0.0,2
134,10,F,C,55,2,29,N,64,CPE,E,INJ,ES,150-160,B,0.0,3
41,2,M,C,50,2,22,N,90,CPE,E,INS,ES,130-140,A,0.0,3
473,2,M,A,37,1,57,N,50,CPE,E,INS,ES,130-140,A,0.0,2
199,2,M,A,50,4,34,N,88,CPE,E,INS,ES,130-140,A,2764.169184,3
461,0,M,A,55,2,56,N,50,CPE,E,INS,ES,130-140,A,0.0,3
115,1,F,C,50,2,28,N,100,CPE,F,INS,ES,130-140,A,0.0,1
380,5,F,A,50,2,51,N,50,CPE,F,INS,ES,130-140,A,408.6752266,3
164,10,M,A,1,3,36,N,90,CPE,F,CAR,ES,160-170,0,0.0,3
116,10,M,A,50,1,28,N,100,CPE,F,CAR,ES,170-180,0,0.0,3
439,1,M,A,50,2,56,N,57,CPE,F,INS,ES,130-140,A,0.0,3
298,10,M,C,1,3,42,N,62,CPE,F,INJ,ES,180-190,0,0.0,3
387,4,F,C,55,2,65,N,50,CPE,G,INJ,ES,170-180,M1,0.0,3
134,10,M,C,50,2,29,N,80,CPE,G,INJ,ES,190-200,B,0.0,1
461,10,M,A,60,1,57,O,50,CPE,G,INJ,ES,190-200,B,1077.554683,1
396,5,M,C,50,3,51,N,50,CPE,H,INJ,ES,170-180,M1,0.0,3
543,9,F,C,60,1,73,N,50,CPE,H,INJ,ES,180-190,M1,0.0,2
467,7,F,A,50,2,57,N,64,CPE,H,INJ,ES,180-190,M1,0.0,3
503,7,F,A,60,1,60,N,50,CPE,H,INJ,ES,180-190,M1,0.0,3
87,7,F,C,50,2,28,N,80,CPE,H,INJ,ES,170-180,M1,0.0,3
238,10,M,C,55,1,39,O,50,CPE,H,CAR,ES,170-180,0,0.0,3
524,10,M,A,60,1,74,N,53,CPE,H,INJ,ES,180-190,M2,0.0,2
840,10,M,A,60,1,98,O,50,CPE,H,INJ,ES,200-220,M2,0.0,3
347,10,M,A,50,1,49,N,95,CPE,H,CAR,ES,170-180,H,0.0,3
298,10,M,A,55,1,46,N,50,CPE,H,CAR,ES,180-190,H,0.0,3
127,9,F,C,50,3,35,N,80,CPE,H,INJ,ES,180-190,M1,0.0,3
394,7,F,A,50,1,60,N,50,CPE,I,INJ,ES,180-190,M1,0.0,3
162,10,M,A,50,1,31,N,54,CPE,I,INJ,ES,190-200,M1,0.0,3
152,9,M,A,50,1,32,N,95,CPE,I,INJ,ES,190-200,M1,0.0,3
